"","ensembl_gene_id","external_gene_name","chromosome_name","start_position","end_position","imprinted_status"
"1260","ENSG00000254154","CRYZL2P-SEC16B","1",177928788,178038007,"normal"
"1261","ENSG00000162694","EXTL2","1",100872372,100895179,"normal"
"1262","ENSG00000288574","","1",181808927,181812495,"normal"
"1263","ENSG00000238108","","1",190797524,190797956,"normal"
"1264","ENSG00000214262","ANKRD36BP1","1",168245565,168247343,"normal"
"1265","ENSG00000183853","KIRREL1","1",157993273,158100262,"normal"
"1266","ENSG00000143401","ANP32E","1",150218417,150236156,"normal"
"1267","ENSG00000215835","","1",166275629,166277597,"normal"
"1268","ENSG00000118197","DDX59","1",200623896,200669907,"normal"
"1269","ENSG00000135842","NIBAN1","1",184790724,184974508,"normal"
"1270","ENSG00000227621","PHBP11","1",223856579,223857387,"normal"
"1271","ENSG00000229258","LPGAT1-AS1","1",211829636,211853703,"normal"
"1272","ENSG00000287472","","1",189868381,189876160,"normal"
"1273","ENSG00000227776","AKR1D1P1","1",167519536,167520586,"normal"
"1274","ENSG00000241318","WDR82P2","1",91534666,91535593,"normal"
"1275","ENSG00000229699","","1",153174518,153191676,"normal"
"1276","ENSG00000228238","","1",186578279,186579299,"normal"
"1277","ENSG00000232393","RPL5P6","1",91023919,91024804,"normal"
"1278","ENSG00000121454","LHX4","1",180230264,180278984,"normal"
"1279","ENSG00000126070","AGO3","1",35930718,36072500,"normal"
"1280","ENSG00000184155","OR10J5","1",159535078,159536007,"normal"
"1281","ENSG00000058085","LAMC2","1",183186238,183245127,"normal"
"1282","ENSG00000188460","ACTBP11","1",223863726,223864851,"normal"
"1283","ENSG00000260088","DDX59-AS1","1",200669507,200694250,"normal"
"1284","ENSG00000287978","","1",146387202,146388092,"normal"
"1285","ENSG00000116815","CD58","1",116514534,116571039,"normal"
"1286","ENSG00000225487","RPL35AP7","1",164921318,164921629,"normal"
"1287","ENSG00000224620","MEF2AP1","1",179447578,179448440,"normal"
"1288","ENSG00000232917","HSPE1P6","1",203903723,203904013,"normal"
"1289","ENSG00000233057","EEF1A1P14","1",194188967,194190342,"normal"
"1290","ENSG00000237131","","1",168215405,168215652,"normal"
"1291","ENSG00000116741","RGS2","1",192809039,192812275,"normal"
"1292","ENSG00000233946","RPS29P4","1",175297080,175297240,"normal"
"1293","ENSG00000143167","GPA33","1",167052836,167166479,"normal"
"1294","ENSG00000143184","XCL1","1",168576605,168582069,"normal"
"1295","ENSG00000231966","LINC02818","1",179829609,179836124,"normal"
"1296","ENSG00000176320","","1",158197922,158203877,"normal"
"1297","ENSG00000260976","LINC01633","1",184999710,185008789,"normal"
"1298","ENSG00000235215","","1",59055999,59078116,"normal"
"1299","ENSG00000223450","","1",180000438,180000808,"normal"
"1300","ENSG00000233771","CICP5","1",223947605,223950416,"normal"
"1301","ENSG00000224691","","1",186176814,186177302,"normal"
"1302","ENSG00000286572","","1",204064533,204073965,"normal"
"1303","ENSG00000272880","","1",181812705,181813261,"normal"
"1304","ENSG00000235101","SETP9","1",160670148,160670979,"normal"
"1305","ENSG00000228215","LINC02770","1",191823432,192011260,"normal"
"1306","ENSG00000177807","KCNJ10","1",159998651,160070160,"normal"
"1307","ENSG00000233626","","1",211936249,211936634,"normal"
"1308","ENSG00000185495","SEPTIN7P13","1",223992743,224010612,"normal"
"1309","ENSG00000233691","","1",160935537,160936126,"normal"
"1310","ENSG00000283518","LINC02775","1",214051194,214187773,"normal"
"1311","ENSG00000271527","","1",165941235,165941769,"normal"
"1312","ENSG00000143228","NUF2","1",163266576,163355764,"normal"
"1313","ENSG00000235827","TUBB8P9","1",227506182,227508292,"normal"
"1314","ENSG00000231615","","1",173362397,173363733,"normal"
"1315","ENSG00000231714","","1",194350943,194352426,"normal"
"1316","ENSG00000174514","MFSD4A","1",205568885,205602918,"normal"
"1317","ENSG00000143178","TBX19","1",168280877,168314426,"normal"
"1318","ENSG00000224837","GCSHP5","1",168055901,168056422,"normal"
"1319","ENSG00000116833","NR5A2","1",200027614,200177420,"normal"
"1320","ENSG00000272205","POU2F1-DT","1",167219831,167220512,"normal"
"1321","ENSG00000227740","LINC02803","1",175904762,175921057,"normal"
"1322","ENSG00000260990","","1",175307218,175335459,"normal"
"1323","ENSG00000000457","SCYL3","1",169849631,169894267,"normal"
"1324","ENSG00000143507","DUSP10","1",221701424,221742089,"normal"
"1325","ENSG00000285638","","1",190878145,191151410,"normal"
"1326","ENSG00000226520","KIRREL1-IT1","1",158025550,158031166,"normal"
"1327","ENSG00000284592","","1",157204779,157205040,"normal"
"1328","ENSG00000230987","","1",189989570,189993097,"normal"
"1329","ENSG00000232527","LINC02802","1",144227029,144250326,"normal"
"1330","ENSG00000215833","QRSL1P1","1",168449672,168451211,"normal"
"1331","ENSG00000229291","LINC02768","1",235957879,235971825,"normal"
"1332","ENSG00000228167","","1",194718795,194719236,"normal"
"1333","ENSG00000225325","","1",166387727,166452632,"normal"
"1334","ENSG00000223344","","1",191858707,191890229,"normal"
"1335","ENSG00000276110","","1",150255095,150257286,"normal"
"1336","ENSG00000228191","","1",179271116,179271266,"normal"
"1337","ENSG00000229961","","1",157171116,157191963,"normal"
"1338","ENSG00000150732","","1",188067298,188067525,"normal"
"1339","ENSG00000203784","LELP1","1",153203430,153205120,"normal"
"1340","ENSG00000157064","NMNAT2","1",183248237,183418380,"normal"
"1341","ENSG00000288139","","1",169915004,169915198,"normal"
"1342","ENSG00000226015","CCT8P1","1",147203276,147204932,"normal"
"1343","ENSG00000215808","LINC01139","1",238476542,238486060,"normal"
"1344","ENSG00000059588","TARBP1","1",234391313,234479179,"normal"
"1345","ENSG00000231512","SEPTIN14P21","1",243029512,243052252,"normal"
"1346","ENSG00000143162","CREG1","1",167529117,167553805,"normal"
"1347","ENSG00000237379","CBX1P3","1",203954640,203955780,"normal"
"1348","ENSG00000275131","PDE4DIPP2","1",120489860,120701289,"normal"
"1349","ENSG00000287452","","1",181962889,181998985,"normal"
"1350","ENSG00000232959","","1",170024077,170024683,"normal"
"1351","ENSG00000122224","LY9","1",160796074,160828261,"normal"
"1352","ENSG00000243781","","1",237926831,237927605,"normal"
"1353","ENSG00000162782","TDRD5","1",179591613,179691272,"normal"
"1354","ENSG00000238051","ISCUP1","1",170211010,170211457,"normal"
"1355","ENSG00000233196","","1",186580515,186581191,"normal"
"1356","ENSG00000229220","","1",200147531,200148279,"normal"
"1357","ENSG00000279061","","1",172752586,172752924,"normal"
"1358","ENSG00000143653","SCCPDH","1",246724409,246768137,"normal"
"1359","ENSG00000135837","CEP350","1",179954773,180114875,"normal"
"1360","ENSG00000158711","ELK4","1",205597556,205632011,"normal"
"1361","ENSG00000227747","","1",198949016,198949805,"normal"
"1362","ENSG00000228081","","1",209173014,209173375,"normal"
"1363","ENSG00000228020","HNRNPA1P46","1",191146025,191146961,"normal"
"1364","ENSG00000234975","FTH1P2","1",228687415,228687826,"normal"
"1365","ENSG00000162851","TFB2M","1",246540561,246566261,"normal"
"1366","ENSG00000271427","","1",117364899,117365473,"normal"
"1367","ENSG00000261817","","1",180117140,180123890,"normal"
"1368","ENSG00000143353","LYPLAL1","1",219173869,219212865,"normal"
"1369","ENSG00000197965","MPZL1","1",167721192,167791919,"normal"
"1370","ENSG00000143493","INTS7","1",211940399,212035557,"normal"
"1371","ENSG00000230777","RPS29P5","1",175921975,175922145,"normal"
"1372","ENSG00000179397","CATSPERE","1",244454377,244641177,"normal"
"1373","ENSG00000224540","TFDP1P1","1",209232196,209233419,"normal"
"1374","ENSG00000117592","PRDX6","1",173477330,173488815,"normal"
"1375","ENSG00000186197","EDARADD","1",236348257,236502915,"normal"
"1376","ENSG00000229067","","1",91600171,91600321,"normal"
"1377","ENSG00000271554","","1",35992109,36013630,"normal"
"1378","ENSG00000230231","FMO7P","1",166474745,166481565,"normal"
"1379","ENSG00000227711","","1",227509028,227510618,"normal"
"1380","ENSG00000261182","","1",188218400,188220676,"normal"
"1381","ENSG00000228879","RPL35AP6","1",246755511,246755832,"normal"
"1382","ENSG00000227925","LINC01655","1",221819842,221840717,"normal"
"1383","ENSG00000162670","BRINP3","1",190097658,190478404,"normal"
"1384","ENSG00000225712","ATP5MC2P1","1",209267798,209268223,"normal"
"1385","ENSG00000162761","LMX1A","1",165201867,165356715,"normal"
"1386","ENSG00000143199","ADCY10","1",167809386,167914215,"normal"
"1387","ENSG00000179930","ZNF648","1",182054570,182061712,"normal"
"1388","ENSG00000007908","SELE","1",169722640,169764705,"normal"
"1389","ENSG00000092978","GPATCH2","1",217426992,217631090,"normal"
"1390","ENSG00000143499","SMYD2","1",214281102,214337131,"normal"
"1391","ENSG00000278467","","1",223994262,223995196,"normal"
"1392","ENSG00000188404","SELL","1",169690665,169711702,"normal"
"1393","ENSG00000233693","PBX1-AS1","1",164769116,164774641,"normal"
"1394","ENSG00000227735","CYCSP5","1",244598391,244598687,"normal"
"1395","ENSG00000243062","","1",179730191,179742697,"normal"
"1396","ENSG00000143196","DPT","1",168695468,168729206,"normal"
"1397","ENSG00000283174","MTCO1P38","1",237940762,237941061,"normal"
"1398","ENSG00000228504","LINC01760","1",95310928,95318263,"normal"
"1399","ENSG00000274702","","1",187632166,187632439,"normal"
"1400","ENSG00000226211","","1",221133865,221134221,"normal"
"1401","ENSG00000236942","","1",205625483,205626153,"normal"
"1402","ENSG00000287205","","1",227518738,227520619,"normal"
"1403","ENSG00000203697","CAPN8","1",223538007,223665723,"normal"
"1404","ENSG00000116574","RHOU","1",228735479,228746664,"normal"
"1405","ENSG00000287929","","1",183252263,183258968,"normal"
"1406","ENSG00000186283","TOR3A","1",179082070,179098023,"normal"
"1407","ENSG00000224896","SIGLEC30P","1",170115636,170116576,"normal"
"1408","ENSG00000226292","RPS3AP10","1",166022215,166023027,"normal"
"1409","ENSG00000121481","RNF2","1",185045526,185102603,"normal"
"1410","ENSG00000227940","LINC01696","1",209325392,209328535,"normal"
"1411","ENSG00000117139","KDM5B","1",202724495,202808487,"normal"
"1412","ENSG00000143248","RGS5","1",163111121,163321791,"normal"
"1413","ENSG00000278455","CICP21","1",243049782,243051619,"normal"
"1414","ENSG00000224810","","1",182062677,182069253,"normal"
"1415","ENSG00000162814","SPATA17","1",217631324,217871696,"normal"
"1416","ENSG00000231768","LINC01354","1",234527887,234531803,"normal"
"1417","ENSG00000225172","","1",198973379,198985506,"normal"
"1418","ENSG00000261642","","1",191151510,191154634,"normal"
"1419","ENSG00000228239","","1",157232231,157237136,"normal"
"1420","ENSG00000237283","","1",188705623,188732208,"normal"
"1421","ENSG00000116132","PRRX1","1",170662728,170739421,"normal"
"1422","ENSG00000238042","LINC02257","1",221880981,221978523,"normal"
"1423","ENSG00000271475","","1",228776312,228776865,"normal"
"1424","ENSG00000231877","","1",238485445,238538305,"normal"
"1425","ENSG00000116679","IVNS1ABP","1",185296388,185317273,"normal"
"1426","ENSG00000228536","LYPLAL1-AS1","1",219409039,219459369,"normal"
"1427","ENSG00000230550","ERLNC1","1",204141404,204143327,"normal"
"1428","ENSG00000227002","SNRPEP10","1",223644110,223644383,"normal"
"1429","ENSG00000229242","","1",215886582,215901464,"normal"
"1430","ENSG00000253326","","1",243054861,243056394,"normal"
"1431","ENSG00000228470","","1",214344172,214357615,"normal"
"1432","ENSG00000152092","ASTN1","1",176857302,177164973,"normal"
"1433","ENSG00000234984","FMO10P","1",166665885,166682196,"normal"
"1434","ENSG00000231648","LINC01698","1",209367662,209380518,"normal"
"1435","ENSG00000286383","","1",203996532,204008357,"normal"
"1436","ENSG00000229983","","1",212168207,212190259,"normal"
"1437","ENSG00000215149","KRT18P32","1",238491358,238492644,"normal"
"1438","ENSG00000225122","","1",163422405,163423164,"normal"
"1439","ENSG00000225920","RIMKLBP2","1",219199914,219200567,"normal"
"1440","ENSG00000143476","DTL","1",212035553,212107400,"normal"
"1441","ENSG00000121486","TRMT1L","1",185118101,185157072,"normal"
"1442","ENSG00000228437","LINC02474","1",221966341,221984964,"normal"
"1443","ENSG00000283166","","1",237941452,237942492,"normal"
"1444","ENSG00000214837","LINC01347","1",243056307,243101744,"normal"
"1445","ENSG00000057252","SOAT1","1",179293714,179358680,"normal"
"1446","ENSG00000225982","","1",182086551,182090112,"normal"
"1447","ENSG00000285718","","1",194785517,194931310,"normal"
"1448","ENSG00000234070","SPATA17-AS1","1",217781198,217785120,"normal"
"1449","ENSG00000233620","USH2A-AS2","1",216072465,216086917,"normal"
"1450","ENSG00000237783","","1",165581613,165582476,"normal"
"1451","ENSG00000272906","","1",179881607,179882595,"normal"
"1452","ENSG00000233018","","1",235097187,235097412,"normal"
"1453","ENSG00000271917","","1",164828436,164829952,"normal"
"1454","ENSG00000123685","BATF3","1",212686417,212699840,"normal"
"1455","ENSG00000224783","MIPEPP2","1",238777049,238779200,"normal"
"1456","ENSG00000162852","CNST","1",246566444,246668595,"normal"
"1457","ENSG00000232792","FTH1P25","1",185071567,185072035,"normal"
"1458","ENSG00000273004","","1",185317779,185318530,"normal"
"1459","ENSG00000143842","SOX13","1",204073115,204127743,"normal"
"1460","ENSG00000268062","SRP14P4","1",171345105,171345307,"normal"
"1461","ENSG00000237409","","1",160020300,160020727,"normal"
"1462","ENSG00000116962","NID1","1",235975830,236065109,"normal"
"1463","ENSG00000288078","","1",186224472,186228191,"normal"
"1464","ENSG00000271399","","1",228858010,228858556,"normal"
"1465","ENSG00000229757","","1",168578653,168579439,"normal"
"1466","ENSG00000232679","LINC01705","1",222010825,222064773,"normal"
"1467","ENSG00000159388","BTG2","1",203305491,203309602,"normal"
"1468","ENSG00000220749","RPL21P28","1",212051524,212052006,"normal"
"1469","ENSG00000181450","ZNF678","1",227563543,227677443,"normal"
"1470","ENSG00000223519","KIF28P","1",246771837,246839611,"normal"
"1471","ENSG00000120333","MRPS14","1",175010789,175023425,"normal"
"1472","ENSG00000286285","","1",193457422,193465198,"normal"
"1473","ENSG00000225300","","1",246605873,246608102,"normal"
"1474","ENSG00000223842","","1",219222248,219225497,"normal"
"1475","ENSG00000162753","SLC9C2","1",173500460,173603072,"normal"
"1476","ENSG00000228247","UBBP2","1",217850403,217850633,"normal"
"1477","ENSG00000231424","","1",170748573,171251857,"normal"
"1478","ENSG00000143355","LHX9","1",197911902,197935478,"normal"
"1479","ENSG00000287177","","1",238842767,238848115,"normal"
"1480","ENSG00000237193","","1",227482253,227482454,"normal"
"1481","ENSG00000223490","CHCHD2P5","1",93921268,93921667,"normal"
"1482","ENSG00000121644","DESI2","1",244653103,244709033,"normal"
"1483","ENSG00000174502","SLC26A9","1",205913048,205943460,"normal"
"1484","ENSG00000224286","LINC01142","1",170271395,170284277,"normal"
"1485","ENSG00000158715","SLC45A3","1",205657851,205680509,"normal"
"1486","ENSG00000143195","ILDR2","1",166895711,166975540,"normal"
"1487","ENSG00000162849","KIF26B","1",245154985,245709432,"normal"
"1488","ENSG00000236292","USH2A-AS1","1",216194051,216204366,"normal"
"1489","ENSG00000283377","","1",237942698,237943653,"normal"
"1490","ENSG00000232824","PRR13P1","1",198197779,198198186,"normal"
"1491","ENSG00000273416","","1",235104180,235104609,"normal"
"1492","ENSG00000229930","","1",224030704,224035056,"normal"
"1493","ENSG00000234142","LINC01675","1",166474879,166490307,"normal"
"1494","ENSG00000282111","LINC02815","1",229022773,229038274,"normal"
"1495","ENSG00000233410","LINC01222","1",199006040,199021037,"normal"
"1496","ENSG00000067533","RRP15","1",218285293,218337983,"normal"
"1497","ENSG00000228955","","1",246632251,246632478,"normal"
"1498","ENSG00000196071","OR2L13","1",248095184,248101103,"normal"
"1499","ENSG00000270443","","1",182433893,182434461,"normal"
"1500","ENSG00000116209","TMEM59","1",54026681,54053504,"normal"
"1501","ENSG00000224702","LMX1A-AS2","1",165210627,165213090,"normal"
"1502","ENSG00000271811","","1",170667381,170669425,"normal"
"1503","ENSG00000224278","","1",188242139,188242678,"normal"
"1504","ENSG00000235492","LINC01221","1",199016133,199076735,"normal"
"1505","ENSG00000143643","TTC13","1",230906243,230978875,"normal"
"1506","ENSG00000226013","MRPS18BP1","1",216201635,216201826,"normal"
"1507","ENSG00000287808","","1",182837185,182839561,"normal"
"1508","ENSG00000271588","LARP7P1","1",203400266,203400581,"normal"
"1509","ENSG00000229840","ISCA1P2","1",229042171,229042591,"normal"
"1510","ENSG00000116161","CACYBP","1",174999163,175012027,"normal"
"1511","ENSG00000226486","LINC01035","1",188905688,189037564,"normal"
"1512","ENSG00000227687","","1",205935128,205935768,"normal"
"1513","ENSG00000231814","LINC00210","1",217892900,217920804,"normal"
"1514","ENSG00000286210","","1",234535963,234539054,"normal"
"1515","ENSG00000287364","","1",195747024,195763501,"normal"
"1516","ENSG00000225063","TMCC2-AS1","1",205233821,205236867,"normal"
"1517","ENSG00000260698","","1",246682108,246685075,"normal"
"1518","ENSG00000277007","","1",219270774,219273387,"normal"
"1519","ENSG00000229016","","1",218301262,218301972,"normal"
"1520","ENSG00000077157","PPP1R12B","1",202348699,202592706,"normal"
"1521","ENSG00000152104","PTPN14","1",214348700,214552449,"normal"
"1522","ENSG00000236975","LINC02814","1",229087114,229205428,"normal"
"1523","ENSG00000215834","FMO9P","1",166603916,166631400,"normal"
"1524","ENSG00000162909","CAPN2","1",223701593,223776018,"normal"
"1525","ENSG00000286541","","1",199040501,199080975,"normal"
"1526","ENSG00000117650","NEK2","1",211658657,211675630,"normal"
"1527","ENSG00000235021","","1",246690047,246691821,"normal"
"1528","ENSG00000203724","C1orf53","1",197902630,197907367,"normal"
"1529","ENSG00000225006","","1",188508538,188536465,"normal"
"1530","ENSG00000287633","","1",234550542,234554838,"normal"
"1531","ENSG00000158764","ITLN2","1",160945025,160954809,"normal"
"1532","ENSG00000223375","","1",218338541,218338756,"normal"
"1533","ENSG00000230714","","1",218031835,218033660,"normal"
"1534","ENSG00000261065","","1",204131062,204131966,"normal"
"1535","ENSG00000287989","","1",198450666,198519877,"normal"
"1536","ENSG00000260855","","1",246772301,246775772,"normal"
"1537","ENSG00000188783","PRELP","1",203475806,203491352,"normal"
"1538","ENSG00000236206","","1",165598356,165624084,"normal"
"1539","ENSG00000168118","RAB4A","1",229271062,229305894,"normal"
"1540","ENSG00000181101","ENTR1P2","1",175044626,175045648,"normal"
"1541","ENSG00000173726","TOMM20","1",235109341,235128837,"normal"
"1542","ENSG00000282852","","1",110256754,110256930,"normal"
"1543","ENSG00000228110","ST13P19","1",210265636,210267241,"normal"
"1544","ENSG00000223881","","1",198597724,198598868,"normal"
"1545","ENSG00000270188","MTRNR2L11","1",237943724,237945275,"normal"
"1546","ENSG00000152382","TADA1","1",166856510,166876264,"normal"
"1547","ENSG00000143839","REN","1",204154819,204190324,"normal"
"1548","ENSG00000227193","","1",121118126,121146826,"normal"
"1549","ENSG00000232100","LINC01653","1",218043505,218059140,"normal"
"1550","ENSG00000261024","GS1-279B7.1","1",185321157,185335039,"normal"
"1551","ENSG00000187080","OR2AK2","1",247965233,247966386,"normal"
"1552","ENSG00000230547","HMGB1P11","1",171270954,171271590,"normal"
"1553","ENSG00000173409","ARV1","1",230978981,231000733,"normal"
"1554","ENSG00000229703","LYPD9P","1",248691760,248716755,"normal"
"1555","ENSG00000176754","LINC00303","1",204032447,204041265,"normal"
"1556","ENSG00000232309","","1",182127297,182128682,"normal"
"1557","ENSG00000227953","LINC01341","1",246775880,246792385,"normal"
"1558","ENSG00000143514","TP53BP2","1",223779893,223845954,"normal"
"1559","ENSG00000232215","OR2L6P","1",248003129,248004068,"normal"
"1560","ENSG00000143469","SYT14","1",209900923,210171389,"normal"
"1561","ENSG00000135829","DHX9","1",182839347,182887982,"normal"
"1562","ENSG00000228289","","1",163769339,163769691,"normal"
"1563","ENSG00000134717","BTF3L4","1",52056199,52090716,"normal"
"1564","ENSG00000232989","","1",238268494,238268595,"normal"
"1565","ENSG00000233537","TEDDM2P","1",182441577,182442362,"normal"
"1566","ENSG00000116668","SWT1","1",185157080,185291781,"normal"
"1567","ENSG00000143756","FBXO28","1",224114111,224162047,"normal"
"1568","ENSG00000278180","","1",227490691,227492296,"normal"
"1569","ENSG00000143702","CEP170","1",243124428,243255348,"normal"
"1570","ENSG00000232341","RPL4P2","1",166747379,166748660,"normal"
"1571","ENSG00000287676","","1",219294982,219297668,"normal"
"1572","ENSG00000236792","","1",192247505,192247947,"normal"
"1573","ENSG00000231057","NEK2-DT","1",211675749,211690103,"normal"
"1574","ENSG00000143207","COP1","1",175944831,176207286,"normal"
"1575","ENSG00000270859","","1",242671140,242671576,"normal"
"1576","ENSG00000238224","","1",245614773,245615145,"normal"
"1577","ENSG00000286775","","1",218046943,218049221,"normal"
"1578","ENSG00000122176","FMOD","1",203340628,203351758,"normal"
"1579","ENSG00000229120","CYCSP4","1",202369526,202370145,"normal"
"1580","ENSG00000237492","OR2L9P","1",247974741,247975653,"normal"
"1581","ENSG00000230404","","1",234565298,234570088,"normal"
"1582","ENSG00000213036","","1",214482813,214483387,"normal"
"1583","ENSG00000227230","","1",243135898,243140588,"normal"
"1584","ENSG00000236230","","1",222088806,222389103,"normal"
"1585","ENSG00000026751","SLAMF7","1",160739057,160754821,"normal"
"1586","ENSG00000150681","RGS18","1",192158462,192185815,"normal"
"1587","ENSG00000116906","GNPAT","1",231241207,231277973,"normal"
"1588","ENSG00000092969","TGFB2","1",218345336,218444619,"normal"
"1589","ENSG00000163545","NUAK2","1",205302063,205321745,"normal"
"1590","ENSG00000157181","ODR4","1",186375838,186421378,"normal"
"1591","ENSG00000250762","","1",167819898,167820248,"normal"
"1592","ENSG00000236720","LINC01741","1",177700524,177712275,"normal"
"1593","ENSG00000227421","LINC01724","1",196044883,196065235,"normal"
"1594","ENSG00000227240","","1",193473224,194198708,"normal"
"1595","ENSG00000076258","FMO4","1",171314183,171342084,"normal"
"1596","ENSG00000230461","PROX1-AS1","1",213817751,213988508,"normal"
"1597","ENSG00000286073","","1",157287267,157310655,"normal"
"1598","ENSG00000231084","RPL22P24","1",185171335,185171710,"normal"
"1599","ENSG00000232085","","1",243164638,243169445,"normal"
"1600","ENSG00000117697","NSL1","1",212726153,212791782,"normal"
"1601","ENSG00000279333","","1",210678315,210681932,"normal"
"1602","ENSG00000235083","","1",188671353,188671759,"normal"
"1603","ENSG00000232154","MTCYBP15","1",237948017,237949143,"normal"
"1604","ENSG00000162669","HFM1","1",91260766,91404856,"normal"
"1605","ENSG00000197067","OR2T32P","1",248083522,248087522,"normal"
"1606","ENSG00000229652","","1",203353365,203353651,"normal"
"1607","ENSG00000132681","ATP1A4","1",160151586,160186980,"normal"
"1608","ENSG00000225904","MORF4L1P7","1",176367699,176368401,"normal"
"1609","ENSG00000270920","MCRIP2P2","1",185435839,185436047,"normal"
"1610","ENSG00000281664","LINC00538","1",213924749,213926654,"normal"
"1611","ENSG00000143641","GALNT2","1",230057990,230282122,"normal"
"1612","ENSG00000227630","LINC01132","1",234724042,234736720,"normal"
"1613","ENSG00000228830","","1",234607008,234609483,"normal"
"1614","ENSG00000010932","FMO1","1",171248471,171285978,"normal"
"1615","ENSG00000282849","","1",200478020,200483604,"normal"
"1616","ENSG00000276520","","1",248708202,248708641,"normal"
"1617","ENSG00000226640","","1",193678894,193727035,"normal"
"1618","ENSG00000010072","SPRTN","1",231337104,231355023,"normal"
"1619","ENSG00000135766","EGLN1","1",231363751,231422287,"normal"
"1620","ENSG00000232626","","1",202438396,202439957,"normal"
"1621","ENSG00000232096","YPEL5P1","1",182182730,182183096,"normal"
"1622","ENSG00000279261","","1",234757619,234760056,"normal"
"1623","ENSG00000213051","RPL5P5","1",185226808,185227700,"normal"
"1624","ENSG00000238054","","1",188869474,188888540,"normal"
"1625","ENSG00000163534","FCRL1","1",157794403,157820120,"normal"
"1626","ENSG00000143816","WNT9A","1",227918656,227947932,"normal"
"1627","ENSG00000168243","GNG4","1",235547685,235650754,"normal"
"1628","ENSG00000281453","TGFB2-OT1","1",218442626,218443996,"normal"
"1629","ENSG00000237469","TUBB8P10","1",227493029,227495142,"normal"
"1630","ENSG00000224939","LINC00184","1",234629311,234634780,"normal"
"1631","ENSG00000227613","QRSL1P2","1",222261833,222262796,"normal"
"1632","ENSG00000116183","PAPPA2","1",176463171,176845601,"normal"
"1633","ENSG00000116218","NPHS2","1",179550539,179575952,"normal"
"1634","ENSG00000270106","TSNAX-DISC1","1",231528653,231819244,"normal"
"1635","ENSG00000232194","","1",167820406,167821224,"normal"
"1636","ENSG00000235152","","1",232160091,232185643,"normal"
"1637","ENSG00000231612","","1",245673732,245676478,"normal"
"1638","ENSG00000237980","LINC02773","1",212653305,212665638,"normal"
"1639","ENSG00000271036","CLPTM1LP1","1",189035961,189036444,"normal"
"1640","ENSG00000226235","LEMD1-AS1","1",205373252,205387440,"normal"
"1641","ENSG00000230849","GOT2P2","1",173141100,173142350,"normal"
"1642","ENSG00000170382","LRRN2","1",204617170,204685738,"normal"
"1643","ENSG00000228664","","1",182328497,182329007,"normal"
"1644","ENSG00000226868","","1",211715928,211725402,"normal"
"1645","ENSG00000279401","","1",185518651,185520986,"normal"
"1646","ENSG00000272362","","1",234644666,234647571,"normal"
"1647","ENSG00000287450","","1",231339421,231339558,"normal"
"1648","ENSG00000237011","","1",193684246,193688429,"normal"
"1649","ENSG00000233583","","1",185262286,185264356,"normal"
"1650","ENSG00000066027","PPP2R5A","1",212285410,212361853,"normal"
"1651","ENSG00000233003","CICP26","1",227975390,227978193,"normal"
"1652","ENSG00000286263","","1",234811052,234932653,"normal"
"1653","ENSG00000227006","","1",230258694,230272100,"normal"
"1654","ENSG00000236372","","1",232174932,232180113,"normal"
"1655","ENSG00000224525","","1",242203555,242210827,"normal"
"1656","ENSG00000188770","OPTC","1",203494153,203508949,"normal"
"1657","ENSG00000173728","C1orf100","1",244352635,244389663,"normal"
"1658","ENSG00000094975","SUCO","1",172532349,172611833,"normal"
"1659","ENSG00000225723","MTND6P15","1",237949214,237949734,"normal"
"1660","ENSG00000225811","","1",190264898,190362270,"normal"
"1661","ENSG00000273093","","1",200315435,200315967,"normal"
"1662","ENSG00000162772","ATF3","1",212565334,212620777,"normal"
"1663","ENSG00000227818","","1",162039016,162039567,"normal"
"1664","ENSG00000135828","RNASEL","1",182573634,182589256,"normal"
"1665","ENSG00000224227","OR2L1P","1",247980872,247991204,"normal"
"1666","ENSG00000286398","","1",221549362,221554314,"normal"
"1667","ENSG00000237520","","1",234957231,234959989,"normal"
"1668","ENSG00000076356","PLXNA2","1",208022242,208244384,"normal"
"1669","ENSG00000215819","KRT18P12","1",214532195,214533467,"normal"
"1670","ENSG00000185523","SPATA45","1",212830141,212847649,"normal"
"1671","ENSG00000236108","","1",205134646,205134950,"normal"
"1672","ENSG00000116711","PLA2G4A","1",186828949,186988981,"normal"
"1673","ENSG00000231684","EIF1P3","1",182336001,182336334,"normal"
"1674","ENSG00000226750","","1",242345558,242345718,"normal"
"1675","ENSG00000285665","TOP1P1","1",171339299,171339959,"normal"
"1676","ENSG00000231022","RPS3AP9","1",188694320,188695111,"normal"
"1677","ENSG00000224436","","1",232221938,232222174,"normal"
"1678","ENSG00000228208","LINC02869","1",218459265,218525978,"normal"
"1679","ENSG00000273384","","1",178651706,178652282,"normal"
"1680","ENSG00000238061","","1",185280844,185281816,"normal"
"1681","ENSG00000234915","","1",212299495,212331713,"normal"
"1682","ENSG00000143845","ETNK2","1",204131062,204152044,"normal"
"1683","ENSG00000235862","","1",212624284,212626771,"normal"
"1684","ENSG00000069812","HES2","1",6412418,6424670,"normal"
"1685","ENSG00000227585","","1",221549786,221550643,"normal"
"1686","ENSG00000157060","SHCBP1L","1",182899865,182953525,"normal"
"1687","ENSG00000237213","RPL23AP22","1",193756815,193757267,"normal"
"1688","ENSG00000236439","","1",202471864,202472117,"normal"
"1689","ENSG00000224260","","1",209528455,209567673,"normal"
